"ID_Temps","date_transaction","jour","mois","trimestre","annee","date_transaction_reelle"
"600","2008-08-22","22","8","3","2008","Fri Aug 22 03:01:21 GMT+01:00 2008"
"601","2008-08-23","23","8","3","2008","Sat Aug 23 21:37:21 GMT+01:00 2008"
"602","2008-08-24","24","8","3","2008","Sun Aug 24 16:41:15 GMT+01:00 2008"
"603","2008-08-25","25","8","3","2008","Mon Aug 25 07:57:44 GMT+01:00 2008"
"604","2008-08-26","26","8","3","2008","Tue Aug 26 18:33:12 GMT+01:00 2008"
"605","2008-08-27","27","8","3","2008","Wed Aug 27 21:08:26 GMT+01:00 2008"
"606","2008-08-28","28","8","3","2008","Thu Aug 28 06:51:40 GMT+01:00 2008"
"607","2008-08-29","29","8","3","2008","Fri Aug 29 09:35:48 GMT+01:00 2008"
"608","2008-08-30","30","8","3","2008","Sat Aug 30 07:20:39 GMT+01:00 2008"
"609","2008-08-31","31","8","3","2008","Sun Aug 31 16:27:48 GMT+01:00 2008"
"610","2008-09-01","1","9","3","2008","Mon Sep 01 06:59:28 GMT+01:00 2008"
"611","2008-09-02","2","9","3","2008","Tue Sep 02 21:21:20 GMT+01:00 2008"
"612","2008-09-03","3","9","3","2008","Wed Sep 03 19:17:22 GMT+01:00 2008"
"613","2008-09-04","4","9","3","2008","Thu Sep 04 10:42:58 GMT+01:00 2008"
"614","2008-09-05","5","9","3","2008","Fri Sep 05 14:05:04 GMT+01:00 2008"
"615","2008-09-06","6","9","3","2008","Sat Sep 06 20:25:54 GMT+01:00 2008"
"616","2008-09-07","7","9","3","2008","Sun Sep 07 05:58:19 GMT+01:00 2008"
"617","2008-09-08","8","9","3","2008","Mon Sep 08 23:27:47 GMT+01:00 2008"
"618","2008-09-09","9","9","3","2008","Tue Sep 09 01:40:06 GMT+01:00 2008"
"619","2008-09-10","10","9","3","2008","Wed Sep 10 04:11:03 GMT+01:00 2008"
"620","2008-09-11","11","9","3","2008","Thu Sep 11 15:00:48 GMT+01:00 2008"
"621","2008-09-12","12","9","3","2008","Fri Sep 12 11:01:19 GMT+01:00 2008"
"622","2008-09-13","13","9","3","2008","Sat Sep 13 14:02:51 GMT+01:00 2008"
"623","2008-09-14","14","9","3","2008","Sun Sep 14 20:24:18 GMT+01:00 2008"
"624","2008-09-15","15","9","3","2008","Mon Sep 15 17:13:01 GMT+01:00 2008"
"625","2008-09-16","16","9","3","2008","Tue Sep 16 17:28:51 GMT+01:00 2008"
"626","2008-09-17","17","9","3","2008","Wed Sep 17 09:44:09 GMT+01:00 2008"
"627","2008-09-18","18","9","3","2008","Thu Sep 18 23:41:44 GMT+01:00 2008"
"628","2008-09-19","19","9","3","2008","Fri Sep 19 01:21:31 GMT+01:00 2008"
"629","2008-09-20","20","9","3","2008","Sat Sep 20 05:27:53 GMT+01:00 2008"
"630","2008-09-21","21","9","3","2008","Sun Sep 21 20:11:39 GMT+01:00 2008"
"631","2008-09-22","22","9","3","2008","Mon Sep 22 23:14:24 GMT+01:00 2008"
"632","2008-09-23","23","9","3","2008","Tue Sep 23 08:49:12 GMT+01:00 2008"
"633","2008-09-24","24","9","3","2008","Wed Sep 24 10:28:11 GMT+01:00 2008"
"634","2008-09-25","25","9","3","2008","Thu Sep 25 10:24:15 GMT+01:00 2008"
"635","2008-09-26","26","9","3","2008","Fri Sep 26 06:23:08 GMT+01:00 2008"
"636","2008-09-27","27","9","3","2008","Sat Sep 27 15:53:18 GMT+01:00 2008"
"637","2008-09-28","28","9","3","2008","Sun Sep 28 19:41:11 GMT+01:00 2008"
"638","2008-09-29","29","9","3","2008","Mon Sep 29 01:19:29 GMT+01:00 2008"
"639","2008-09-30","30","9","3","2008","Tue Sep 30 12:33:29 GMT+01:00 2008"
"640","2008-10-01","1","10","4","2008","Wed Oct 01 14:51:52 GMT+01:00 2008"
"641","2008-10-02","2","10","4","2008","Thu Oct 02 15:23:44 GMT+01:00 2008"
"642","2008-10-03","3","10","4","2008","Fri Oct 03 05:28:25 GMT+01:00 2008"
"643","2008-10-04","4","10","4","2008","Sat Oct 04 09:08:27 GMT+01:00 2008"
"644","2008-10-05","5","10","4","2008","Sun Oct 05 10:06:57 GMT+01:00 2008"
"645","2008-10-06","6","10","4","2008","Mon Oct 06 18:09:27 GMT+01:00 2008"
"646","2008-10-07","7","10","4","2008","Tue Oct 07 23:35:07 GMT+01:00 2008"
"647","2008-10-08","8","10","4","2008","Wed Oct 08 16:27:22 GMT+01:00 2008"
"648","2008-10-09","9","10","4","2008","Thu Oct 09 11:48:41 GMT+01:00 2008"
"649","2008-10-10","10","10","4","2008","Fri Oct 10 01:07:17 GMT+01:00 2008"
"650","2008-10-11","11","10","4","2008","Sat Oct 11 20:17:23 GMT+01:00 2008"
"651","2008-10-12","12","10","4","2008","Sun Oct 12 13:25:29 GMT+01:00 2008"
"652","2008-10-13","13","10","4","2008","Mon Oct 13 07:31:14 GMT+01:00 2008"
"653","2008-10-14","14","10","4","2008","Tue Oct 14 00:09:26 GMT+01:00 2008"
"654","2008-10-15","15","10","4","2008","Wed Oct 15 12:36:27 GMT+01:00 2008"
"655","2008-10-16","16","10","4","2008","Thu Oct 16 08:48:01 GMT+01:00 2008"
"656","2008-10-17","17","10","4","2008","Fri Oct 17 02:50:51 GMT+01:00 2008"
"657","2008-10-18","18","10","4","2008","Sat Oct 18 11:54:25 GMT+01:00 2008"
"658","2008-10-19","19","10","4","2008","Sun Oct 19 02:40:02 GMT+01:00 2008"
"659","2008-10-20","20","10","4","2008","Mon Oct 20 11:35:23 GMT+01:00 2008"
"660","2008-10-21","21","10","4","2008","Tue Oct 21 16:48:02 GMT+01:00 2008"
"661","2008-10-22","22","10","4","2008","Wed Oct 22 18:03:35 GMT+01:00 2008"
"662","2008-10-23","23","10","4","2008","Thu Oct 23 15:09:15 GMT+01:00 2008"
"663","2008-10-24","24","10","4","2008","Fri Oct 24 12:04:48 GMT+01:00 2008"
"664","2008-10-25","25","10","4","2008","Sat Oct 25 20:27:19 GMT+01:00 2008"
"665","2008-10-26","26","10","4","2008","Sun Oct 26 19:12:10 GMT+01:00 2008"
"666","2008-10-27","27","10","4","2008","Mon Oct 27 18:08:12 GMT+01:00 2008"
"667","2008-10-28","28","10","4","2008","Tue Oct 28 18:22:51 GMT+01:00 2008"
"668","2008-10-29","29","10","4","2008","Wed Oct 29 08:46:28 GMT+01:00 2008"
"669","2008-10-30","30","10","4","2008","Thu Oct 30 06:13:37 GMT+01:00 2008"
"670","2008-10-31","31","10","4","2008","Fri Oct 31 22:33:29 GMT+01:00 2008"
"671","2008-11-01","1","11","4","2008","Sat Nov 01 21:36:39 GMT+01:00 2008"
"672","2008-11-02","2","11","4","2008","Sun Nov 02 21:16:12 GMT+01:00 2008"
"673","2008-11-03","3","11","4","2008","Mon Nov 03 10:13:53 GMT+01:00 2008"
"674","2008-11-04","4","11","4","2008","Tue Nov 04 03:27:34 GMT+01:00 2008"
"675","2008-11-05","5","11","4","2008","Wed Nov 05 02:33:15 GMT+01:00 2008"
"676","2008-11-06","6","11","4","2008","Thu Nov 06 15:35:16 GMT+01:00 2008"
"677","2008-11-07","7","11","4","2008","Fri Nov 07 23:58:17 GMT+01:00 2008"
"678","2008-11-08","8","11","4","2008","Sat Nov 08 12:35:36 GMT+01:00 2008"
"679","2008-11-09","9","11","4","2008","Sun Nov 09 01:32:28 GMT+01:00 2008"
"680","2008-11-10","10","11","4","2008","Mon Nov 10 14:47:11 GMT+01:00 2008"
"681","2008-11-11","11","11","4","2008","Tue Nov 11 11:24:36 GMT+01:00 2008"
"682","2008-11-12","12","11","4","2008","Wed Nov 12 02:19:09 GMT+01:00 2008"
"683","2008-11-13","13","11","4","2008","Thu Nov 13 13:23:35 GMT+01:00 2008"
"684","2008-11-14","14","11","4","2008","Fri Nov 14 14:12:07 GMT+01:00 2008"
"685","2008-11-15","15","11","4","2008","Sat Nov 15 10:30:37 GMT+01:00 2008"
"686","2008-11-16","16","11","4","2008","Sun Nov 16 23:50:45 GMT+01:00 2008"
"687","2008-11-17","17","11","4","2008","Mon Nov 17 23:57:09 GMT+01:00 2008"
"688","2008-11-18","18","11","4","2008","Tue Nov 18 14:15:49 GMT+01:00 2008"
"689","2008-11-19","19","11","4","2008","Wed Nov 19 21:44:27 GMT+01:00 2008"
"690","2008-11-20","20","11","4","2008","Thu Nov 20 12:18:46 GMT+01:00 2008"
"691","2008-11-21","21","11","4","2008","Fri Nov 21 06:04:27 GMT+01:00 2008"
"692","2008-11-22","22","11","4","2008","Sat Nov 22 01:24:13 GMT+01:00 2008"
"693","2008-11-23","23","11","4","2008","Sun Nov 23 01:05:40 GMT+01:00 2008"
"694","2008-11-24","24","11","4","2008","Mon Nov 24 12:38:00 GMT+01:00 2008"
"695","2008-11-25","25","11","4","2008","Tue Nov 25 21:28:28 GMT+01:00 2008"
"696","2008-11-26","26","11","4","2008","Wed Nov 26 16:04:55 GMT+01:00 2008"
"697","2008-11-27","27","11","4","2008","Thu Nov 27 13:54:56 GMT+01:00 2008"
"698","2008-11-28","28","11","4","2008","Fri Nov 28 10:36:15 GMT+01:00 2008"
"699","2008-11-29","29","11","4","2008","Sat Nov 29 13:17:32 GMT+01:00 2008"
"700","2008-11-30","30","11","4","2008","Sun Nov 30 19:52:51 GMT+01:00 2008"
"701","2008-12-01","1","12","4","2008","Mon Dec 01 11:10:51 GMT+01:00 2008"
"702","2008-12-02","2","12","4","2008","Tue Dec 02 01:15:33 GMT+01:00 2008"
"703","2008-12-03","3","12","4","2008","Wed Dec 03 07:43:01 GMT+01:00 2008"
"704","2008-12-04","4","12","4","2008","Thu Dec 04 02:44:20 GMT+01:00 2008"
"705","2008-12-05","5","12","4","2008","Fri Dec 05 01:42:48 GMT+01:00 2008"
"706","2008-12-06","6","12","4","2008","Sat Dec 06 16:48:56 GMT+01:00 2008"
"707","2008-12-07","7","12","4","2008","Sun Dec 07 04:36:54 GMT+01:00 2008"
"708","2008-12-08","8","12","4","2008","Mon Dec 08 04:12:34 GMT+01:00 2008"
"709","2008-12-09","9","12","4","2008","Tue Dec 09 16:38:36 GMT+01:00 2008"
"710","2008-12-10","10","12","4","2008","Wed Dec 10 05:44:50 GMT+01:00 2008"
"711","2008-12-11","11","12","4","2008","Thu Dec 11 01:35:42 GMT+01:00 2008"
"712","2008-12-12","12","12","4","2008","Fri Dec 12 03:50:14 GMT+01:00 2008"
"713","2008-12-13","13","12","4","2008","Sat Dec 13 14:15:39 GMT+01:00 2008"
"714","2008-12-14","14","12","4","2008","Sun Dec 14 21:59:48 GMT+01:00 2008"
"715","2008-12-15","15","12","4","2008","Mon Dec 15 09:49:30 GMT+01:00 2008"
"716","2008-12-16","16","12","4","2008","Tue Dec 16 09:11:15 GMT+01:00 2008"
"717","2008-12-17","17","12","4","2008","Wed Dec 17 18:39:15 GMT+01:00 2008"
"718","2008-12-18","18","12","4","2008","Thu Dec 18 08:35:23 GMT+01:00 2008"
"719","2008-12-19","19","12","4","2008","Fri Dec 19 12:36:28 GMT+01:00 2008"
"720","2008-12-20","20","12","4","2008","Sat Dec 20 19:42:14 GMT+01:00 2008"
"721","2008-12-21","21","12","4","2008","Sun Dec 21 22:36:46 GMT+01:00 2008"
"722","2008-12-22","22","12","4","2008","Mon Dec 22 14:19:40 GMT+01:00 2008"
"723","2008-12-23","23","12","4","2008","Tue Dec 23 14:53:33 GMT+01:00 2008"
"724","2008-12-24","24","12","4","2008","Wed Dec 24 05:23:54 GMT+01:00 2008"
"725","2008-12-25","25","12","4","2008","Thu Dec 25 11:35:24 GMT+01:00 2008"
"726","2008-12-26","26","12","4","2008","Fri Dec 26 19:36:12 GMT+01:00 2008"
"727","2008-12-27","27","12","4","2008","Sat Dec 27 18:23:05 GMT+01:00 2008"
"728","2008-12-28","28","12","4","2008","Sun Dec 28 13:48:31 GMT+01:00 2008"
"729","2008-12-29","29","12","4","2008","Mon Dec 29 12:38:33 GMT+01:00 2008"
"730","2008-12-30","30","12","4","2008","Tue Dec 30 16:02:28 GMT+01:00 2008"
"731","2008-12-31","31","12","4","2008","Wed Dec 31 05:41:26 GMT+01:00 2008"
"732","2009-01-01","1","1","1","2009","Thu Jan 01 07:29:54 GMT+01:00 2009"
"733","2009-01-02","2","1","1","2009","Fri Jan 02 07:55:24 GMT+01:00 2009"
"734","2009-01-03","3","1","1","2009","Sat Jan 03 10:02:42 GMT+01:00 2009"
"735","2009-01-04","4","1","1","2009","Sun Jan 04 19:27:11 GMT+01:00 2009"
"736","2009-01-05","5","1","1","2009","Mon Jan 05 23:23:27 GMT+01:00 2009"
"737","2009-01-06","6","1","1","2009","Tue Jan 06 03:41:40 GMT+01:00 2009"
"738","2009-01-07","7","1","1","2009","Wed Jan 07 04:52:54 GMT+01:00 2009"
"739","2009-01-08","8","1","1","2009","Thu Jan 08 19:53:02 GMT+01:00 2009"
"740","2009-01-09","9","1","1","2009","Fri Jan 09 11:25:58 GMT+01:00 2009"
"741","2009-01-10","10","1","1","2009","Sat Jan 10 23:18:10 GMT+01:00 2009"
"742","2009-01-11","11","1","1","2009","Sun Jan 11 08:29:08 GMT+01:00 2009"
"743","2009-01-12","12","1","1","2009","Mon Jan 12 19:44:37 GMT+01:00 2009"
"744","2009-01-13","13","1","1","2009","Tue Jan 13 05:08:46 GMT+01:00 2009"
"745","2009-01-14","14","1","1","2009","Wed Jan 14 02:36:20 GMT+01:00 2009"
"746","2009-01-15","15","1","1","2009","Thu Jan 15 07:14:51 GMT+01:00 2009"
"747","2009-01-16","16","1","1","2009","Fri Jan 16 18:58:16 GMT+01:00 2009"
"748","2009-01-17","17","1","1","2009","Sat Jan 17 01:10:30 GMT+01:00 2009"
"749","2009-01-18","18","1","1","2009","Sun Jan 18 18:44:37 GMT+01:00 2009"
"750","2009-01-19","19","1","1","2009","Mon Jan 19 20:59:50 GMT+01:00 2009"
"751","2009-01-20","20","1","1","2009","Tue Jan 20 07:59:17 GMT+01:00 2009"
"752","2009-01-21","21","1","1","2009","Wed Jan 21 04:46:09 GMT+01:00 2009"
"753","2009-01-22","22","1","1","2009","Thu Jan 22 18:48:40 GMT+01:00 2009"
"754","2009-01-23","23","1","1","2009","Fri Jan 23 05:26:40 GMT+01:00 2009"
"755","2009-01-24","24","1","1","2009","Sat Jan 24 10:27:11 GMT+01:00 2009"
"756","2009-01-25","25","1","1","2009","Sun Jan 25 18:42:46 GMT+01:00 2009"
"757","2009-01-26","26","1","1","2009","Mon Jan 26 18:14:19 GMT+01:00 2009"
"758","2009-01-27","27","1","1","2009","Tue Jan 27 13:50:18 GMT+01:00 2009"
"759","2009-01-28","28","1","1","2009","Wed Jan 28 12:58:12 GMT+01:00 2009"
"760","2009-01-29","29","1","1","2009","Thu Jan 29 23:40:39 GMT+01:00 2009"
"761","2009-01-30","30","1","1","2009","Fri Jan 30 02:16:24 GMT+01:00 2009"
"762","2009-01-31","31","1","1","2009","Sat Jan 31 01:05:02 GMT+01:00 2009"
"763","2009-02-01","1","2","1","2009","Sun Feb 01 13:59:20 GMT+01:00 2009"
"764","2009-02-02","2","2","1","2009","Mon Feb 02 17:54:05 GMT+01:00 2009"
"765","2009-02-03","3","2","1","2009","Tue Feb 03 02:41:01 GMT+01:00 2009"
"766","2009-02-04","4","2","1","2009","Wed Feb 04 00:29:18 GMT+01:00 2009"
"767","2009-02-05","5","2","1","2009","Thu Feb 05 11:27:41 GMT+01:00 2009"
"768","2009-02-06","6","2","1","2009","Fri Feb 06 05:25:58 GMT+01:00 2009"
"769","2009-02-07","7","2","1","2009","Sat Feb 07 21:21:13 GMT+01:00 2009"
"770","2009-02-08","8","2","1","2009","Sun Feb 08 04:39:43 GMT+01:00 2009"
"771","2009-02-09","9","2","1","2009","Mon Feb 09 20:14:06 GMT+01:00 2009"
"772","2009-02-10","10","2","1","2009","Tue Feb 10 16:08:10 GMT+01:00 2009"
"773","2009-02-11","11","2","1","2009","Wed Feb 11 15:11:16 GMT+01:00 2009"
"774","2009-02-12","12","2","1","2009","Thu Feb 12 05:03:46 GMT+01:00 2009"
"775","2009-02-13","13","2","1","2009","Fri Feb 13 09:18:09 GMT+01:00 2009"
"776","2009-02-14","14","2","1","2009","Sat Feb 14 02:56:30 GMT+01:00 2009"
"777","2009-02-15","15","2","1","2009","Sun Feb 15 19:47:26 GMT+01:00 2009"
"778","2009-02-16","16","2","1","2009","Mon Feb 16 05:20:40 GMT+01:00 2009"
"779","2009-02-17","17","2","1","2009","Tue Feb 17 00:59:13 GMT+01:00 2009"
"780","2009-02-18","18","2","1","2009","Wed Feb 18 00:09:22 GMT+01:00 2009"
"781","2009-02-19","19","2","1","2009","Thu Feb 19 14:56:15 GMT+01:00 2009"
"782","2009-02-20","20","2","1","2009","Fri Feb 20 18:35:23 GMT+01:00 2009"
"783","2009-02-21","21","2","1","2009","Sat Feb 21 23:41:27 GMT+01:00 2009"
"784","2009-02-22","22","2","1","2009","Sun Feb 22 10:31:54 GMT+01:00 2009"
"785","2009-02-23","23","2","1","2009","Mon Feb 23 15:10:51 GMT+01:00 2009"
"786","2009-02-24","24","2","1","2009","Tue Feb 24 19:04:30 GMT+01:00 2009"
"787","2009-02-25","25","2","1","2009","Wed Feb 25 20:23:22 GMT+01:00 2009"
"788","2009-02-26","26","2","1","2009","Thu Feb 26 19:10:18 GMT+01:00 2009"
"789","2009-02-27","27","2","1","2009","Fri Feb 27 15:49:23 GMT+01:00 2009"
"790","2009-02-28","28","2","1","2009","Sat Feb 28 07:57:02 GMT+01:00 2009"
"791","2009-03-01","1","3","1","2009","Sun Mar 01 09:19:59 GMT+01:00 2009"
"792","2009-03-02","2","3","1","2009","Mon Mar 02 04:58:21 GMT+01:00 2009"
"793","2009-03-03","3","3","1","2009","Tue Mar 03 13:57:13 GMT+01:00 2009"
"794","2009-03-04","4","3","1","2009","Wed Mar 04 17:31:15 GMT+01:00 2009"
"795","2009-03-05","5","3","1","2009","Thu Mar 05 06:52:25 GMT+01:00 2009"
"796","2009-03-06","6","3","1","2009","Fri Mar 06 04:13:50 GMT+01:00 2009"
"797","2009-03-07","7","3","1","2009","Sat Mar 07 04:17:54 GMT+01:00 2009"
"798","2009-03-08","8","3","1","2009","Sun Mar 08 03:59:46 GMT+01:00 2009"
"799","2009-03-09","9","3","1","2009","Mon Mar 09 02:14:09 GMT+01:00 2009"
"800","2009-03-10","10","3","1","2009","Tue Mar 10 05:11:48 GMT+01:00 2009"
"801","2009-03-11","11","3","1","2009","Wed Mar 11 22:06:20 GMT+01:00 2009"
"802","2009-03-12","12","3","1","2009","Thu Mar 12 20:45:45 GMT+01:00 2009"
"803","2009-03-13","13","3","1","2009","Fri Mar 13 14:30:36 GMT+01:00 2009"
"804","2009-03-14","14","3","1","2009","Sat Mar 14 23:23:26 GMT+01:00 2009"
"805","2009-03-15","15","3","1","2009","Sun Mar 15 22:38:56 GMT+01:00 2009"
"806","2009-03-16","16","3","1","2009","Mon Mar 16 19:41:42 GMT+01:00 2009"
"807","2009-03-17","17","3","1","2009","Tue Mar 17 22:53:50 GMT+01:00 2009"
"808","2009-03-18","18","3","1","2009","Wed Mar 18 03:47:01 GMT+01:00 2009"
"809","2009-03-19","19","3","1","2009","Thu Mar 19 02:48:24 GMT+01:00 2009"
"810","2009-03-20","20","3","1","2009","Fri Mar 20 09:25:04 GMT+01:00 2009"
"811","2009-03-21","21","3","1","2009","Sat Mar 21 09:11:53 GMT+01:00 2009"
"812","2009-03-22","22","3","1","2009","Sun Mar 22 07:36:35 GMT+01:00 2009"
"813","2009-03-23","23","3","1","2009","Mon Mar 23 12:06:12 GMT+01:00 2009"
"814","2009-03-24","24","3","1","2009","Tue Mar 24 13:41:41 GMT+01:00 2009"
"815","2009-03-25","25","3","1","2009","Wed Mar 25 00:41:24 GMT+01:00 2009"
"816","2009-03-26","26","3","1","2009","Thu Mar 26 09:24:12 GMT+01:00 2009"
"817","2009-03-27","27","3","1","2009","Fri Mar 27 21:06:26 GMT+01:00 2009"
"818","2009-03-28","28","3","1","2009","Sat Mar 28 18:13:44 GMT+01:00 2009"
"819","2009-03-29","29","3","1","2009","Sun Mar 29 07:24:22 GMT+01:00 2009"
"820","2009-03-30","30","3","1","2009","Mon Mar 30 21:11:01 GMT+01:00 2009"
"821","2009-03-31","31","3","1","2009","Tue Mar 31 21:40:22 GMT+01:00 2009"
"822","2009-04-01","1","4","2","2009","Wed Apr 01 02:13:08 GMT+01:00 2009"
"823","2009-04-02","2","4","2","2009","Thu Apr 02 22:55:26 GMT+01:00 2009"
"824","2009-04-03","3","4","2","2009","Fri Apr 03 22:53:13 GMT+01:00 2009"
"825","2009-04-04","4","4","2","2009","Sat Apr 04 23:46:52 GMT+01:00 2009"
"826","2009-04-05","5","4","2","2009","Sun Apr 05 17:40:52 GMT+01:00 2009"
"827","2009-04-06","6","4","2","2009","Mon Apr 06 14:56:37 GMT+01:00 2009"
"828","2009-04-07","7","4","2","2009","Tue Apr 07 09:01:25 GMT+01:00 2009"
"829","2009-04-08","8","4","2","2009","Wed Apr 08 20:05:55 GMT+01:00 2009"
"830","2009-04-09","9","4","2","2009","Thu Apr 09 04:12:45 GMT+01:00 2009"
"831","2009-04-10","10","4","2","2009","Fri Apr 10 01:14:31 GMT+01:00 2009"
"832","2009-04-11","11","4","2","2009","Sat Apr 11 03:04:15 GMT+01:00 2009"
"833","2009-04-12","12","4","2","2009","Sun Apr 12 23:40:00 GMT+01:00 2009"
"834","2009-04-13","13","4","2","2009","Mon Apr 13 15:08:00 GMT+01:00 2009"
"835","2009-04-14","14","4","2","2009","Tue Apr 14 10:50:09 GMT+01:00 2009"
"836","2009-04-15","15","4","2","2009","Wed Apr 15 23:54:07 GMT+01:00 2009"
"837","2009-04-16","16","4","2","2009","Thu Apr 16 03:23:57 GMT+01:00 2009"
"838","2009-04-17","17","4","2","2009","Fri Apr 17 04:43:14 GMT+01:00 2009"
"839","2009-04-18","18","4","2","2009","Sat Apr 18 00:08:23 GMT+01:00 2009"
"840","2009-04-19","19","4","2","2009","Sun Apr 19 15:39:15 GMT+01:00 2009"
"841","2009-04-20","20","4","2","2009","Mon Apr 20 01:40:19 GMT+01:00 2009"
"842","2009-04-21","21","4","2","2009","Tue Apr 21 20:29:14 GMT+01:00 2009"
"843","2009-04-22","22","4","2","2009","Wed Apr 22 11:08:34 GMT+01:00 2009"
"844","2009-04-23","23","4","2","2009","Thu Apr 23 09:35:14 GMT+01:00 2009"
"845","2009-04-24","24","4","2","2009","Fri Apr 24 09:59:48 GMT+01:00 2009"
"846","2009-04-25","25","4","2","2009","Sat Apr 25 12:39:52 GMT+01:00 2009"
"847","2009-04-26","26","4","2","2009","Sun Apr 26 21:28:50 GMT+01:00 2009"
"848","2009-04-27","27","4","2","2009","Mon Apr 27 07:38:53 GMT+01:00 2009"
"849","2009-04-28","28","4","2","2009","Tue Apr 28 03:12:35 GMT+01:00 2009"
"850","2009-04-29","29","4","2","2009","Wed Apr 29 08:08:45 GMT+01:00 2009"
"851","2009-04-30","30","4","2","2009","Thu Apr 30 13:55:04 GMT+01:00 2009"
"852","2009-05-01","1","5","2","2009","Fri May 01 23:03:34 GMT+01:00 2009"
"853","2009-05-02","2","5","2","2009","Sat May 02 01:05:51 GMT+01:00 2009"
"854","2009-05-03","3","5","2","2009","Sun May 03 14:27:42 GMT+01:00 2009"
"855","2009-05-04","4","5","2","2009","Mon May 04 20:04:36 GMT+01:00 2009"
"856","2009-05-05","5","5","2","2009","Tue May 05 07:49:45 GMT+01:00 2009"
"857","2009-05-06","6","5","2","2009","Wed May 06 15:18:46 GMT+01:00 2009"
"858","2009-05-07","7","5","2","2009","Thu May 07 08:56:21 GMT+01:00 2009"
"859","2009-05-08","8","5","2","2009","Fri May 08 02:29:29 GMT+01:00 2009"
"860","2009-05-09","9","5","2","2009","Sat May 09 05:10:38 GMT+01:00 2009"
"861","2009-05-10","10","5","2","2009","Sun May 10 07:03:08 GMT+01:00 2009"
"862","2009-05-11","11","5","2","2009","Mon May 11 14:36:21 GMT+01:00 2009"
"863","2009-05-12","12","5","2","2009","Tue May 12 05:36:07 GMT+01:00 2009"
"864","2009-05-13","13","5","2","2009","Wed May 13 14:17:51 GMT+01:00 2009"
"865","2009-05-14","14","5","2","2009","Thu May 14 02:26:10 GMT+01:00 2009"
"866","2009-05-15","15","5","2","2009","Fri May 15 18:02:46 GMT+01:00 2009"
"867","2009-05-16","16","5","2","2009","Sat May 16 09:46:51 GMT+01:00 2009"
"868","2009-05-17","17","5","2","2009","Sun May 17 21:41:43 GMT+01:00 2009"
"869","2009-05-18","18","5","2","2009","Mon May 18 13:29:56 GMT+01:00 2009"
"870","2009-05-19","19","5","2","2009","Tue May 19 13:37:14 GMT+01:00 2009"
"871","2009-05-20","20","5","2","2009","Wed May 20 15:59:44 GMT+01:00 2009"
"872","2009-05-21","21","5","2","2009","Thu May 21 18:20:27 GMT+01:00 2009"
"873","2009-05-22","22","5","2","2009","Fri May 22 15:46:37 GMT+01:00 2009"
"874","2009-05-23","23","5","2","2009","Sat May 23 10:25:58 GMT+01:00 2009"
"875","2009-05-24","24","5","2","2009","Sun May 24 00:12:25 GMT+01:00 2009"
"876","2009-05-25","25","5","2","2009","Mon May 25 09:02:51 GMT+01:00 2009"
"877","2009-05-26","26","5","2","2009","Tue May 26 00:06:55 GMT+01:00 2009"
"878","2009-05-27","27","5","2","2009","Wed May 27 00:58:40 GMT+01:00 2009"
"879","2009-05-28","28","5","2","2009","Thu May 28 17:34:30 GMT+01:00 2009"
"880","2009-05-29","29","5","2","2009","Fri May 29 00:05:54 GMT+01:00 2009"
"881","2009-05-30","30","5","2","2009","Sat May 30 16:36:02 GMT+01:00 2009"
"882","2009-05-31","31","5","2","2009","Sun May 31 13:18:04 GMT+01:00 2009"
"883","2009-06-01","1","6","2","2009","Mon Jun 01 06:58:00 GMT+01:00 2009"
"884","2009-06-02","2","6","2","2009","Tue Jun 02 21:53:36 GMT+01:00 2009"
"885","2009-06-03","3","6","2","2009","Wed Jun 03 14:06:00 GMT+01:00 2009"
"886","2009-06-04","4","6","2","2009","Thu Jun 04 16:47:39 GMT+01:00 2009"
"887","2009-06-05","5","6","2","2009","Fri Jun 05 08:29:06 GMT+01:00 2009"
"888","2009-06-06","6","6","2","2009","Sat Jun 06 16:48:11 GMT+01:00 2009"
"889","2009-06-07","7","6","2","2009","Sun Jun 07 12:41:07 GMT+01:00 2009"
"890","2009-06-08","8","6","2","2009","Mon Jun 08 17:18:36 GMT+01:00 2009"
"891","2009-06-09","9","6","2","2009","Tue Jun 09 22:28:03 GMT+01:00 2009"
"892","2009-06-10","10","6","2","2009","Wed Jun 10 08:08:35 GMT+01:00 2009"
"893","2009-06-11","11","6","2","2009","Thu Jun 11 14:36:57 GMT+01:00 2009"
"894","2009-06-12","12","6","2","2009","Fri Jun 12 14:38:22 GMT+01:00 2009"
"895","2009-06-13","13","6","2","2009","Sat Jun 13 06:18:52 GMT+01:00 2009"
"896","2009-06-14","14","6","2","2009","Sun Jun 14 23:27:28 GMT+01:00 2009"
"897","2009-06-15","15","6","2","2009","Mon Jun 15 00:22:48 GMT+01:00 2009"
"898","2009-06-16","16","6","2","2009","Tue Jun 16 16:17:40 GMT+01:00 2009"
"899","2009-06-17","17","6","2","2009","Wed Jun 17 06:05:04 GMT+01:00 2009"
"900","2009-06-18","18","6","2","2009","Thu Jun 18 04:45:20 GMT+01:00 2009"
"901","2009-06-19","19","6","2","2009","Fri Jun 19 05:38:19 GMT+01:00 2009"
"902","2009-06-20","20","6","2","2009","Sat Jun 20 13:50:42 GMT+01:00 2009"
"903","2009-06-21","21","6","2","2009","Sun Jun 21 06:33:43 GMT+01:00 2009"
