date_transaction,Montant,Type
2009-06-22,19735.0,Reel
2009-06-23,16187.0,Reel
2009-06-24,14230.0,Reel
2009-06-25,24315.0,Reel
2009-06-26,13514.0,Reel
2009-06-27,12731.0,Reel
2009-06-28,23509.0,Reel
2009-06-29,27761.0,Reel
2009-06-30,14231.0,Reel
2009-07-01,8296.0,Reel
2009-07-02,20788.0,Reel
2009-07-03,15130.0,Reel
2009-07-04,22263.0,Reel
2009-07-05,19854.0,Reel
2009-07-06,17200.0,Reel
2009-07-07,12239.0,Reel
2009-07-08,22459.0,Reel
2009-07-09,10416.0,Reel
2009-07-10,21610.0,Reel
2009-07-11,20738.0,Reel
2009-07-12,20610.0,Reel
2009-07-13,17143.0,Reel
2009-07-14,24579.0,Reel
2009-07-15,13039.0,Reel
2009-07-16,16431.0,Reel
2009-07-17,17562.0,Reel
2009-07-18,19231.0,Reel
2009-07-19,24867.0,Reel
2009-07-20,17887.0,Reel
2009-07-21,21530.0,Reel
2009-07-22,15142.0,Reel
2009-07-23,14942.0,Reel
2009-07-24,22912.0,Reel
2009-07-25,18916.0,Reel
2009-07-26,17004.0,Reel
2009-07-27,29568.0,Reel
2009-07-28,10533.0,Reel
2009-07-29,18055.0,Reel
2009-07-30,17402.0,Reel
2009-07-31,15642.0,Reel
2009-08-01,22054.0,Reel
2009-08-02,16426.0,Reel
2009-08-03,13610.0,Reel
2009-08-04,21964.0,Reel
2009-08-05,17776.0,Reel
2009-08-06,24688.0,Reel
2009-08-07,18923.0,Reel
2009-08-08,10758.0,Reel
2009-08-09,25542.0,Reel
2009-08-10,15001.0,Reel
2009-08-11,17504.0,Reel
2009-08-12,13860.0,Reel
2009-08-13,17112.0,Reel
2009-08-14,22541.0,Reel
2009-08-15,18735.0,Reel
2009-08-16,21911.0,Reel
2009-08-17,9917.0,Reel
2009-08-18,21329.0,Reel
2009-08-19,22686.0,Reel
2009-08-20,19915.0,Reel
2009-08-21,24943.0,Reel
2009-08-22,24060.0,Reel
2009-08-23,11209.0,Reel
2009-08-24,15453.0,Reel
2009-08-25,24489.0,Reel
2009-08-26,15410.0,Reel
2009-08-27,17965.0,Reel
2009-08-28,16514.0,Reel
2009-08-29,15341.0,Reel
2009-08-30,20432.0,Reel
2009-08-31,28003.0,Reel
2009-09-01,20338.0,Reel
2009-09-02,17897.0,Reel
2009-09-03,26445.0,Reel
2009-09-04,16764.0,Reel
2009-09-05,11602.0,Reel
2009-09-06,15588.0,Reel
2009-09-07,14580.0,Reel
2009-09-08,21944.0,Reel
2009-09-09,20356.0,Reel
2009-09-10,19033.0,Reel
2009-09-11,19639.0,Reel
2009-09-12,22536.0,Reel
2009-09-13,25175.0,Reel
2009-09-14,16398.0,Reel
2009-09-15,22468.0,Reel
2009-09-16,29986.0,Reel
2009-09-17,17322.0,Reel
2009-09-18,26005.0,Reel
2009-09-19,16767.0,Reel
2009-09-20,21105.0,Reel
2009-09-21,17167.0,Reel
2009-09-22,18048.0,Reel
2009-09-23,23380.0,Reel
2009-09-24,21795.0,Reel
2009-09-25,18792.0,Reel
2009-09-26,14533.0,Reel
2009-09-27,24121.0,Reel
2009-09-28,17885.0,Reel
2009-09-29,13837.0,Reel
2009-09-30,16681.0,Reel
2009-10-01,25479.0,Reel
2009-10-02,14506.0,Reel
2009-10-03,16779.0,Reel
2009-10-04,17614.0,Reel
2009-10-05,23742.0,Reel
2009-10-06,22035.0,Reel
2009-10-07,15552.0,Reel
2009-10-08,22372.0,Reel
2009-10-09,16801.0,Reel
2009-10-10,16876.0,Reel
2009-10-11,14227.0,Reel
2009-10-12,16355.0,Reel
2009-10-13,16729.0,Reel
2009-10-14,14351.0,Reel
2009-10-15,18164.0,Reel
2009-10-16,17798.0,Reel
2009-10-17,23515.0,Reel
2009-10-18,15576.0,Reel
2009-10-19,22738.0,Reel
2009-10-20,17593.0,Reel
2009-10-21,24287.0,Reel
2009-10-22,23651.0,Reel
2009-10-23,9046.0,Reel
2009-10-24,20158.0,Reel
2009-10-25,13619.0,Reel
2009-10-26,14859.0,Reel
2009-10-27,17066.0,Reel
2009-10-28,16375.0,Reel
2009-10-29,17982.0,Reel
2009-10-30,14224.0,Reel
2009-10-31,18655.0,Reel
2009-11-01,20643.0,Reel
2009-11-02,19180.0,Reel
2009-11-03,15145.0,Reel
2009-11-04,23552.0,Reel
2009-11-05,9919.0,Reel
2009-11-06,22008.0,Reel
2009-11-07,21641.0,Reel
2009-11-08,18722.0,Reel
2009-11-09,12967.0,Reel
2009-11-10,16289.0,Reel
2009-11-11,22200.0,Reel
2009-11-12,18010.0,Reel
2009-11-13,14883.0,Reel
2009-11-14,17288.0,Reel
2009-11-15,12584.0,Reel
2009-11-16,21769.0,Reel
2009-11-17,20947.0,Reel
2009-11-18,15990.0,Reel
2009-11-19,13567.0,Reel
2009-11-20,15860.0,Reel
2009-11-21,15467.0,Reel
2009-11-22,18573.0,Reel
2009-11-23,20837.0,Reel
2009-11-24,16087.0,Reel
2009-11-25,12125.0,Reel
2009-11-26,16936.0,Reel
2009-11-27,23120.0,Reel
2009-11-28,25352.0,Reel
2009-11-29,19136.0,Reel
2009-11-30,25367.0,Reel
2009-12-01,20570.0,Reel
2009-12-02,27849.0,Reel
2009-12-03,26686.0,Reel
2009-12-04,17680.0,Reel
2009-12-05,16254.0,Reel
2009-12-06,13741.0,Reel
2009-12-07,17631.0,Reel
2009-12-08,17249.0,Reel
2009-12-09,14997.0,Reel
2009-12-10,17119.0,Reel
2009-12-11,15336.0,Reel
2009-12-12,24801.0,Reel
2009-12-13,20034.0,Reel
2009-12-14,18338.0,Reel
2009-12-15,21935.0,Reel
2009-12-16,11028.0,Reel
2009-12-17,21209.0,Reel
2009-12-18,16347.0,Reel
2009-12-19,18907.0,Reel
2009-12-20,16049.0,Reel
2009-12-21,17934.0,Reel
2009-12-22,15468.0,Reel
2009-12-23,16931.0,Reel
2009-12-24,12979.0,Reel
2009-12-25,16557.0,Reel
2009-12-26,17860.0,Reel
2009-12-27,21557.0,Reel
2009-12-28,21130.0,Reel
2009-12-29,11701.0,Reel
2009-12-30,20560.0,Reel
2009-12-31,24084.0,Reel
2010-01-01,21720.0,Reel
2010-01-02,13662.0,Reel
2010-01-03,19294.0,Reel
2010-01-04,21589.0,Reel
2010-01-05,21910.0,Reel
2010-01-06,17510.0,Reel
2010-01-07,14768.0,Reel
2010-01-08,29868.0,Reel
2010-01-09,19818.0,Reel
2010-01-10,14463.0,Reel
2010-01-11,16489.0,Reel
2010-01-12,19759.0,Reel
2010-01-13,14119.0,Reel
2010-01-14,17420.0,Reel
2010-01-15,14903.0,Reel
2010-01-16,22921.0,Reel
2010-01-17,12788.0,Reel
2010-01-18,23751.0,Reel
2010-01-19,15850.0,Reel
2010-01-20,14324.0,Reel
2010-01-21,22037.0,Reel
2010-01-22,16713.0,Reel
2010-01-23,30112.0,Reel
2010-01-24,18783.0,Reel
2010-01-25,18134.0,Reel
2010-01-26,30382.0,Reel
2010-01-27,20736.0,Reel
2010-01-28,12826.0,Reel
2010-01-29,12128.0,Reel
2010-01-30,22499.0,Reel
2010-01-31,17614.0,Reel
2010-02-01,15924.0,Reel
2010-02-02,20104.0,Reel
2010-02-03,22228.0,Reel
2010-02-04,17151.0,Reel
2010-02-05,15343.0,Reel
2010-02-06,14640.0,Reel
2010-02-07,18464.0,Reel
2010-02-08,8023.0,Reel
2010-02-09,15322.0,Reel
2010-02-10,22719.0,Reel
2010-02-11,16615.0,Reel
2010-02-12,19815.0,Reel
2010-02-13,14498.0,Reel
2010-02-14,20298.0,Reel
2010-02-15,16979.0,Reel
2010-02-16,14430.0,Reel
2010-02-17,13924.0,Reel
2010-02-18,9283.0,Reel
2010-02-19,24191.0,Reel
2010-02-20,20237.0,Reel
2010-02-21,13391.0,Reel
2010-02-22,19765.0,Reel
2010-02-23,15464.0,Reel
2010-02-24,30451.0,Reel
2010-02-25,12858.0,Reel
2010-02-26,19801.0,Reel
2010-02-27,19008.0,Reel
2010-02-28,11314.0,Reel
2010-03-01,20472.0,Reel
2010-03-02,21108.0,Reel
2010-03-03,18995.0,Reel
2010-03-04,15692.0,Reel
2010-03-05,17296.0,Reel
2010-03-06,22503.0,Reel
2010-03-07,17848.0,Reel
2010-03-08,16277.0,Reel
2010-03-09,28397.0,Reel
2010-03-10,9286.0,Reel
2010-03-11,22138.0,Reel
2010-03-12,20260.0,Reel
2010-03-13,14713.0,Reel
2010-03-14,19634.0,Reel
2010-03-15,15081.0,Reel
2010-03-16,21481.0,Reel
2010-03-17,22046.0,Reel
2010-03-18,14880.0,Reel
2010-03-19,16821.0,Reel
2010-03-20,24093.0,Reel
2010-03-21,18855.0,Reel
2010-03-22,22368.0,Reel
2010-03-23,19041.0,Reel
2010-03-24,21679.0,Reel
2010-03-25,18087.0,Reel
2010-03-26,14679.0,Reel
2010-03-27,13715.0,Reel
2010-03-28,18071.0,Reel
2010-03-29,23566.0,Reel
2010-03-30,16035.0,Reel
2010-03-31,20786.0,Reel
2010-04-01,14216.0,Reel
2010-04-02,17116.0,Reel
2010-04-03,16368.0,Reel
2010-04-04,11845.0,Reel
2010-04-05,10666.0,Reel
2010-04-06,15664.0,Reel
2010-04-07,11122.0,Reel
2010-04-08,21401.0,Reel
2010-04-09,14738.0,Reel
2010-04-10,24287.0,Reel
2010-04-11,21109.0,Reel
2010-04-12,24698.0,Reel
2010-04-13,13227.0,Reel
2010-04-14,24655.0,Reel
2010-04-15,14782.0,Reel
2010-04-16,24725.0,Reel
2010-04-17,18378.0,Reel
2010-04-18,23371.0,Reel
2010-04-19,11087.0,Reel
2010-04-20,22540.0,Reel
2010-04-21,21608.0,Reel
2010-04-22,22273.0,Reel
2010-04-23,18431.0,Reel
2010-04-24,20110.0,Reel
2010-04-25,18129.0,Reel
2010-04-26,18458.0,Reel
2010-04-27,18573.0,Reel
2010-04-28,16174.0,Reel
2010-04-29,14990.0,Reel
2010-04-30,19613.0,Reel
2010-05-01,17450.0,Reel
2010-05-02,18985.0,Reel
2010-05-03,24322.0,Reel
2010-05-04,19825.0,Reel
2010-05-05,27412.0,Reel
2010-05-06,26002.0,Reel
2010-05-07,13705.0,Reel
2010-05-08,23167.0,Reel
2010-05-09,23897.0,Reel
2010-05-10,17640.0,Reel
2010-05-11,17622.0,Reel
2010-05-12,12731.0,Reel
2010-05-13,14821.0,Reel
2010-05-14,11108.0,Reel
2010-05-15,16142.0,Reel
2010-05-16,30431.0,Reel
2010-05-17,22057.0,Reel
2010-05-18,21308.0,Reel
2010-05-19,20913.0,Reel
2010-05-20,10608.0,Reel
2010-05-21,18717.0,Reel
2010-05-22,12215.0,Reel
2010-05-23,19122.0,Reel
2010-05-24,21161.0,Reel
2010-05-25,14879.0,Reel
2010-05-26,24946.0,Reel
2010-05-27,11494.0,Reel
2010-05-28,18933.0,Reel
2010-05-29,21500.0,Reel
2010-05-30,25027.0,Reel
2010-05-31,21454.0,Reel
2010-06-01,24630.0,Reel
2010-06-02,17002.0,Reel
2010-06-03,9683.0,Reel
2010-06-04,18310.0,Reel
2010-06-05,15849.0,Reel
2010-06-06,11405.0,Reel
2010-06-07,15460.0,Reel
2010-06-08,16974.0,Reel
2010-06-09,29945.0,Reel
2010-06-10,14159.0,Reel
2010-06-11,20995.0,Reel
2010-06-12,21534.0,Reel
2010-06-13,16075.0,Reel
2010-06-14,23622.0,Reel
2010-06-15,13123.0,Reel
2010-06-16,16947.0,Reel
2010-06-17,12828.0,Reel
2010-06-18,16765.0,Reel
2010-06-19,23453.0,Reel
2010-06-20,17541.0,Reel
2010-06-21,17062.0,Reel
2010-06-22,23549.0,Reel
2010-06-23,19913.0,Reel
2010-06-24,17157.0,Reel
2010-06-25,19723.0,Reel
2010-06-26,22463.0,Reel
2010-06-27,14114.0,Reel
2010-06-28,18398.0,Reel
2010-06-29,17393.0,Reel
2010-06-30,13075.0,Reel
2010-07-01,19867.0,Reel
2010-07-02,21456.0,Reel
2010-07-03,21710.0,Reel
2010-07-04,17412.0,Reel
2010-07-05,16459.0,Reel
2010-07-06,18108.0,Reel
2010-07-07,13146.0,Reel
2010-07-08,20448.0,Reel
2010-07-09,25914.0,Reel
2010-07-10,26388.0,Reel
2010-07-11,19965.0,Reel
2010-07-12,19521.0,Reel
2010-07-13,17648.0,Reel
2010-07-14,26519.0,Reel
2010-07-15,17794.0,Reel
2010-07-16,15493.0,Reel
2010-07-17,12750.0,Reel
2010-07-18,17882.0,Reel
2010-07-19,11716.0,Reel
2010-07-20,18659.0,Reel
2010-07-21,19307.0,Reel
2010-07-22,26503.0,Reel
2010-07-23,16809.0,Reel
2010-07-24,14368.0,Reel
2010-07-25,22257.0,Reel
2010-07-26,16151.0,Reel
2010-07-27,12465.0,Reel
2010-07-28,19117.0,Reel
2010-07-29,14791.0,Reel
2010-07-30,11990.0,Reel
2010-07-31,26664.0,Reel
2010-08-01,23175.0,Reel
2010-08-02,15759.0,Reel
2010-08-03,16920.0,Reel
2010-08-04,12978.0,Reel
2010-08-05,16201.0,Reel
2010-08-06,20119.0,Reel
2010-08-07,18698.0,Reel
2010-08-08,25847.0,Reel
2010-08-09,15144.0,Reel
2010-08-10,23020.0,Reel
2010-08-11,24466.0,Reel
2010-08-12,11466.0,Reel
2010-08-13,15743.0,Reel
2010-08-14,20229.0,Reel
2010-08-15,14156.0,Reel
2010-08-16,18893.0,Reel
2010-08-17,19779.0,Reel
2010-08-18,21900.0,Reel
2010-08-19,17634.0,Reel
2010-08-20,20313.0,Reel
2010-08-21,22961.0,Reel
2010-08-22,25485.0,Reel
2010-08-23,16765.0,Reel
2010-08-24,22760.0,Reel
2010-08-25,24499.0,Reel
2010-08-26,15245.0,Reel
2010-08-27,18341.0,Reel
2010-08-28,19408.0,Reel
2010-08-29,18402.0,Reel
2010-08-30,14187.0,Reel
2010-08-31,21886.0,Reel
2010-09-01,16944.0,Reel
2010-09-02,14535.0,Reel
2010-09-03,18898.0,Reel
2010-09-04,16904.0,Reel
2010-09-05,18269.0,Reel
2010-09-06,14782.0,Reel
2010-09-07,18050.0,Reel
2010-09-08,17451.0,Reel
2010-09-09,15496.0,Reel
2010-09-10,17601.0,Reel
2010-09-11,15638.0,Reel
2010-09-12,18071.0,Reel
2010-09-13,16875.0,Reel
2010-09-14,16735.0,Reel
2010-09-15,18219.0,Reel
2010-09-16,17236.0,Reel
2010-09-17,14838.0,Reel
2010-09-18,17008.0,Reel
2010-09-19,25289.0,Reel
2010-09-20,23715.0,Reel
2010-09-21,21837.0,Reel
2010-09-22,21300.0,Reel
2010-09-23,22418.0,Reel
2010-09-24,14776.0,Reel
2010-09-25,26269.0,Reel
2010-09-26,18803.0,Reel
2010-09-27,22340.0,Reel
2010-09-28,20118.0,Reel
2010-09-29,13801.0,Reel
2010-09-30,19754.0,Reel
2010-10-01,17024.0,Reel
2010-10-02,23120.0,Reel
2010-10-03,17541.0,Reel
2010-10-04,16238.0,Reel
2010-10-05,23864.0,Reel
2010-10-06,17328.0,Reel
2010-10-07,21401.0,Reel
2010-10-08,20200.0,Reel
2010-10-09,18119.0,Reel
2010-10-10,14952.0,Reel
2010-10-11,22386.0,Reel
2010-10-12,16919.0,Reel
2010-10-13,25049.0,Reel
2010-10-14,19105.0,Reel
2010-10-15,10960.0,Reel
2010-10-16,20349.0,Reel
2010-10-17,19593.0,Reel
2010-10-18,15191.0,Reel
2010-10-19,21666.0,Reel
2010-10-20,16635.0,Reel
2010-10-21,19504.0,Reel
2010-10-22,21629.0,Reel
2010-10-23,12906.0,Reel
2010-10-24,19555.0,Reel
2010-10-25,14520.0,Reel
2010-10-26,22237.0,Reel
2010-10-27,20144.0,Reel
2010-10-28,23274.0,Reel
2010-10-29,13891.0,Reel
2010-10-30,18799.0,Reel
2010-10-31,17674.0,Reel
2010-11-01,17086.0,Reel
2010-11-02,19210.0,Reel
2010-11-03,16865.0,Reel
2010-11-04,22311.0,Reel
2010-11-05,25009.0,Reel
2010-11-06,15512.0,Reel
2010-11-07,17281.0,Reel
2010-11-08,16353.0,Reel
2010-11-09,29274.0,Reel
2010-11-10,14021.0,Reel
2010-11-11,14710.0,Reel
2010-11-12,18416.0,Reel
2010-11-13,22806.0,Reel
2010-11-14,20693.0,Reel
2010-11-15,20951.0,Reel
2010-11-16,16900.0,Reel
2010-11-17,16729.0,Reel
2010-11-18,28857.0,Reel
2010-11-19,19741.0,Reel
2010-11-20,23854.0,Reel
2010-11-21,19267.0,Reel
2010-11-22,24213.0,Reel
2010-11-23,23913.0,Reel
2010-11-24,22718.0,Reel
2010-11-25,17640.0,Reel
2010-11-26,25681.0,Reel
2010-11-27,19026.0,Reel
2010-11-28,23763.0,Reel
2010-11-29,13171.0,Reel
2010-11-30,18073.0,Reel
2010-12-01,15710.0,Reel
2010-12-02,24549.0,Reel
2010-12-03,20771.0,Reel
2010-12-04,21006.0,Reel
2010-12-05,20381.0,Reel
2010-12-06,21003.0,Reel
2010-12-07,14048.0,Reel
2010-12-08,27442.0,Reel
2010-12-09,14905.0,Reel
2010-12-10,17880.0,Reel
2010-12-11,26275.0,Reel
2010-12-12,18418.0,Reel
2010-12-13,20607.0,Reel
2010-12-14,25274.0,Reel
2010-12-15,20091.0,Reel
2010-12-16,15162.0,Reel
2010-12-17,20742.0,Reel
2010-12-18,19910.0,Reel
2010-12-19,22246.0,Reel
2010-12-20,12641.0,Reel
2010-12-21,16498.0,Reel
2010-12-22,21692.0,Reel
2010-12-23,16238.0,Reel
2010-12-24,20344.0,Reel
2010-12-25,6357.0,Reel
2010-12-26,14175.0,Reel
2010-12-27,14950.0,Reel
2010-12-28,15485.0,Reel
2010-12-29,16206.0,Reel
2010-12-30,16101.0,Reel
2010-12-31,22354.0,Reel
2011-01-01,9992.0,Reel
2011-01-02,19234.0,Reel
2011-01-03,25112.0,Reel
2011-01-04,25507.0,Reel
2011-01-05,20586.0,Reel
2011-01-06,14611.0,Reel
2011-01-07,13541.0,Reel
2011-01-08,18790.0,Reel
2011-01-09,15999.0,Reel
2011-01-10,20157.0,Reel
2011-01-11,17041.0,Reel
2011-01-12,13163.0,Reel
2011-01-13,20602.0,Reel
2011-01-14,17969.0,Reel
2011-01-15,17800.0,Reel
2011-01-16,16030.0,Reel
2011-01-17,16607.0,Reel
2011-01-18,17670.0,Reel
2011-01-19,15091.0,Reel
2011-01-20,8112.0,Reel
2011-01-21,23063.0,Reel
2011-01-22,18751.0,Reel
2011-01-23,14719.0,Reel
2011-01-24,12798.0,Reel
2011-01-25,26382.0,Reel
2011-01-26,15814.0,Reel
2011-01-27,19017.0,Reel
2011-01-28,19435.0,Reel
2011-01-29,14942.0,Reel
2011-01-30,18990.0,Reel
2011-01-31,17796.0,Reel
2011-02-01,17697.0,Reel
2011-02-02,18268.0,Reel
2011-02-03,20255.0,Reel
2011-02-04,20434.0,Reel
2011-02-05,15404.0,Reel
2011-02-06,26164.0,Reel
2011-02-07,23761.0,Reel
2011-02-08,17390.0,Reel
2011-02-09,16121.0,Reel
2011-02-10,12972.0,Reel
2011-02-11,21413.0,Reel
2011-02-12,23185.0,Reel
2011-02-13,17804.0,Reel
2011-02-14,18409.0,Reel
2011-02-15,15417.0,Reel
2011-02-16,14215.0,Reel
2011-02-17,23974.0,Reel
2011-02-18,20185.0,Reel
2011-02-19,21086.0,Reel
2011-02-20,19117.0,Reel
2011-02-21,14175.0,Reel
2011-02-22,18965.0,Reel
2011-02-23,17648.0,Reel
2011-02-24,18517.0,Reel
2011-02-25,20965.0,Reel
2011-02-26,19201.0,Reel
2011-02-27,22419.0,Reel
2011-02-28,15966.0,Reel
2011-03-01,16722.0,Reel
2011-03-02,20395.0,Reel
2011-03-03,14193.0,Reel
2011-03-04,16888.0,Reel
2011-03-05,24152.0,Reel
2011-03-06,18866.0,Reel
2011-03-07,14917.0,Reel
2011-03-08,15332.0,Reel
2011-03-09,16340.0,Reel
2011-03-10,23515.0,Reel
2011-03-11,12511.0,Reel
2011-03-12,18996.0,Reel
2011-03-13,19726.0,Reel
2011-03-14,16717.0,Reel
2011-03-15,20368.0,Reel
2011-03-16,25445.0,Reel
2011-03-17,18016.0,Reel
2011-03-18,24264.0,Reel
2011-03-19,10528.0,Reel
2011-03-20,18951.0,Reel
2011-03-21,20401.0,Reel
2011-03-22,18381.0,Reel
2011-03-23,17957.0,Reel
2011-03-24,12065.0,Reel
2011-03-25,21069.0,Reel
2011-03-26,12024.0,Reel
2011-03-27,22235.0,Reel
2011-03-28,12134.0,Reel
2011-03-29,13881.0,Reel
2011-03-30,15716.0,Reel
2011-03-31,18932.0,Reel
2011-04-01,7090.0,Reel
2011-04-02,13820.0,Reel
2011-04-03,20842.0,Reel
2011-04-04,17692.0,Reel
2011-04-05,18755.0,Reel
2011-04-06,16910.0,Reel
2011-04-07,22483.0,Reel
2011-04-08,15401.0,Reel
2011-04-09,21391.0,Reel
2011-04-10,21684.0,Reel
2011-04-11,11084.0,Reel
2011-04-12,16869.0,Reel
2011-04-13,21940.0,Reel
2011-04-14,23820.0,Reel
2011-04-15,17901.0,Reel
2011-04-16,13228.0,Reel
2011-04-17,23901.0,Reel
2011-04-18,14490.0,Reel
2011-04-19,17106.0,Reel
2011-04-20,22341.0,Reel
2011-04-21,18603.0,Reel
2011-04-22,17493.0,Reel
2011-04-23,23928.0,Reel
2011-04-24,20797.0,Reel
2011-04-25,19162.0,Reel
2011-04-26,12382.0,Reel
2011-04-27,12295.0,Reel
2011-04-28,26244.0,Reel
2011-04-29,22114.0,Reel
2011-04-30,19137.0,Reel
2011-05-01,18124.0,Reel
2011-05-02,22989.0,Reel
2011-05-03,21730.0,Reel
2011-05-04,24836.0,Reel
2011-05-05,17750.0,Reel
2011-05-06,17402.0,Reel
2011-05-07,13538.0,Reel
2011-05-08,19587.0,Reel
2011-05-09,19023.0,Reel
2011-05-10,17609.0,Reel
2011-05-11,26311.0,Reel
2011-05-12,22123.0,Reel
2011-05-13,15930.0,Reel
2011-05-14,25130.0,Reel
2011-05-15,27239.0,Reel
2011-05-16,14758.0,Reel
2011-05-17,24082.0,Reel
2011-05-18,23479.0,Reel
2011-05-19,20877.0,Reel
2011-05-20,17424.0,Reel
2011-05-21,15031.0,Reel
2011-05-22,17327.0,Reel
2011-05-23,22247.0,Reel
2011-05-24,16955.0,Reel
2011-05-25,16442.0,Reel
2011-05-26,24246.0,Reel
2011-05-27,20280.0,Reel
2011-05-28,18219.0,Reel
2011-05-29,12758.0,Reel
2011-05-30,17787.0,Reel
2011-05-31,16542.0,Reel
2011-06-01,19381.0,Reel
2011-06-02,30023.0,Reel
2011-06-03,15777.0,Reel
2011-06-04,21761.0,Reel
2011-06-05,25993.0,Reel
2011-06-06,21540.0,Reel
2011-06-07,24434.0,Reel
2011-06-08,15202.0,Reel
2011-06-09,16886.0,Reel
2011-06-10,17102.0,Reel
2011-06-11,12575.0,Reel
2011-06-12,19925.0,Reel
2011-06-13,20129.0,Reel
2011-06-14,8604.0,Reel
2011-06-15,23400.0,Reel
2011-06-16,14597.0,Reel
2011-06-17,6910.0,Reel
2011-06-18,21986.0,Reel
2011-06-19,23284.0,Reel
2011-06-20,19151.0,Reel
2011-06-21,16400.0,Reel
2011-06-22,17754.0,Reel
2011-06-23,7065.0,Reel
2011-06-24,25269.0,Reel
2011-06-25,17401.0,Reel
2011-06-26,17999.0,Reel
2011-06-27,22560.0,Reel
2011-06-28,15921.0,Reel
2011-06-29,20036.0,Reel
2011-06-30,13776.0,Reel
2011-07-01,16231.0,Reel
2011-07-02,19983.0,Reel
2011-07-03,18155.0,Reel
2011-07-04,17565.0,Reel
2011-07-05,14954.0,Reel
2011-07-06,21197.0,Reel
2011-07-07,25557.0,Reel
2011-07-08,19468.0,Reel
2011-07-09,16650.0,Reel
2011-07-10,20667.0,Reel
2011-07-11,22738.0,Reel
2011-07-12,11945.0,Reel
2011-07-13,17555.0,Reel
2011-07-14,29034.0,Reel
2011-07-15,10340.0,Reel
2011-07-16,11444.0,Reel
2011-07-17,15793.0,Reel
2011-07-18,15777.0,Reel
2011-07-19,23935.0,Reel
2011-07-20,16754.0,Reel
2011-07-21,19566.0,Reel
2011-07-22,16492.0,Reel
2011-07-23,15649.0,Reel
2011-07-24,23504.0,Reel
2011-07-25,18515.0,Reel
2011-07-26,22545.0,Reel
2011-07-27,15244.0,Reel
2011-07-28,27639.0,Reel
2011-07-29,20831.0,Reel
2011-07-30,19931.0,Reel
2011-07-31,26487.0,Reel
2011-08-01,19366.0,Reel
2011-08-02,10259.0,Reel
2011-08-03,7886.0,Reel
2011-08-04,26658.0,Reel
2011-08-05,12662.0,Reel
2011-08-06,16965.0,Reel
2011-08-07,14819.0,Reel
2011-08-08,16279.0,Reel
2011-08-09,15938.0,Reel
2011-08-10,11937.0,Reel
2011-08-11,15245.0,Reel
2011-08-12,20402.0,Reel
2011-08-13,20935.0,Reel
2011-08-14,24733.0,Reel
2011-08-15,21667.0,Reel
2011-08-16,21518.0,Reel
2011-08-17,18525.0,Reel
2011-08-18,16589.0,Reel
2011-08-19,16474.0,Reel
2011-08-20,18983.0,Reel
2011-08-21,19218.0,Reel
2011-08-22,37721.0,Reel
2011-08-23,20346.0,Reel
2011-08-24,19942.0,Reel
2011-08-25,17312.0,Reel
2011-08-26,22235.0,Reel
2011-08-27,16588.0,Reel
2011-08-28,22595.0,Reel
2011-08-29,18105.0,Reel
2011-08-30,20640.0,Reel
2011-08-31,23088.0,Reel
2011-09-01,13977.0,Reel
2011-09-02,22018.0,Reel
2011-09-03,17915.0,Reel
2011-09-04,22058.0,Reel
2011-09-05,11440.0,Reel
2011-09-06,25941.0,Reel
2011-09-07,21529.0,Reel
2011-09-08,14241.0,Reel
2011-09-09,18915.0,Reel
2011-09-10,21397.0,Reel
2011-09-11,28201.0,Reel
2011-09-12,13239.0,Reel
2011-09-13,14608.0,Reel
2011-09-14,28220.0,Reel
2011-09-15,20684.0,Reel
2011-09-16,13314.0,Reel
2011-09-17,25023.0,Reel
2011-09-18,15174.0,Reel
2011-09-19,13181.0,Reel
2011-09-20,25089.0,Reel
2011-09-21,12797.0,Reel
2011-09-22,15650.0,Reel
2011-09-23,14834.0,Reel
2011-09-24,24858.0,Reel
2011-09-25,13338.0,Reel
2011-09-26,25193.0,Reel
2011-09-27,17773.0,Reel
2011-09-28,20760.0,Reel
2011-09-29,18611.0,Reel
2011-09-30,17100.0,Reel
2011-10-01,19291.0,Reel
2011-10-02,19462.0,Reel
2011-10-03,16876.0,Reel
2011-10-04,20864.0,Reel
2011-10-05,14954.0,Reel
2011-10-06,20030.0,Reel
2011-10-07,13340.0,Reel
2011-10-08,21853.0,Reel
2011-10-09,24293.0,Reel
2011-10-10,19938.0,Reel
2011-10-11,20261.0,Reel
2011-10-12,17543.0,Reel
2011-10-13,14975.0,Reel
2011-10-14,19056.0,Reel
2011-10-15,13793.0,Reel
2011-10-16,18926.0,Reel
2011-10-17,21430.0,Reel
2011-10-18,19944.0,Reel
2011-10-19,24668.0,Reel
2011-10-20,21800.0,Reel
2011-10-21,17089.0,Reel
2011-10-22,21663.0,Reel
2011-10-23,11086.0,Reel
2011-10-24,21202.0,Reel
2011-10-25,16010.0,Reel
2011-10-26,12049.0,Reel
2011-10-27,24279.0,Reel
2011-10-28,23166.0,Reel
2011-10-29,21852.0,Reel
2011-10-30,21419.0,Reel
2011-10-31,27974.0,Reel
2011-11-01,18215.0,Reel
2011-11-02,26856.0,Reel
2011-11-03,20593.0,Reel
2011-11-04,16126.0,Reel
2011-11-05,22272.0,Reel
2011-11-06,21794.0,Reel
2011-11-07,16335.0,Reel
2011-11-08,13847.0,Reel
2011-11-09,18566.0,Reel
2011-11-10,28080.0,Reel
2011-11-11,21555.0,Reel
2011-11-12,20650.0,Reel
