"ID_Product","Product_Name","Ph","Price","Branche","Categorie","Sous_Categorie"
"7073","PRODUCT_BB","5","104","B","Bio","BB"
"7074","PRODUCT_CC","14","692","C","Chimique","CC"
"7075","PRODUCT_BB","3","451","B","Bio","BB"
"7076","PRODUCT_ASB","7","85","A","Semi-Bio","ASB"
"7077","PRODUCT_DC","11","1080","D","Chimique","DC"
"7078","PRODUCT_BC","13","218","B","Chimique","BC"
"7079","PRODUCT_BB","3","479","B","Bio","BB"
"7080","PRODUCT_DB","0","1167","D","Bio","DB"
"7081","PRODUCT_CSB","10","731","C","Semi-Bio","CSB"
"7082","PRODUCT_DSB","7","1155","D","Semi-Bio","DSB"
"7083","PRODUCT_DB","2","1337","D","Bio","DB"
"7084","PRODUCT_BC","11","451","B","Chimique","BC"
"7085","PRODUCT_CSB","6","710","C","Semi-Bio","CSB"
"7086","PRODUCT_DSB","8","1370","D","Semi-Bio","DSB"
"7087","PRODUCT_BB","4","340","B","Bio","BB"
"7088","PRODUCT_DC","13","1327","D","Chimique","DC"
"7089","PRODUCT_BC","12","392","B","Chimique","BC"
"7090","PRODUCT_DSB","6","1415","D","Semi-Bio","DSB"
"7091","PRODUCT_BC","12","355","B","Chimique","BC"
"7092","PRODUCT_BB","5","261","B","Bio","BB"
"7093","PRODUCT_CSB","9","675","C","Semi-Bio","CSB"
"7094","PRODUCT_DB","2","1080","D","Bio","DB"
"7095","PRODUCT_CSB","9","624","C","Semi-Bio","CSB"
"7096","PRODUCT_DC","14","1496","D","Chimique","DC"
"7097","PRODUCT_CSB","9","972","C","Semi-Bio","CSB"
"7098","PRODUCT_CB","3","736","C","Bio","CB"
"7099","PRODUCT_BB","4","193","B","Bio","BB"
"7100","PRODUCT_ASB","7","16","A","Semi-Bio","ASB"
"7101","PRODUCT_CC","12","755","C","Chimique","CC"
"7102","PRODUCT_DC","12","1063","D","Chimique","DC"
"7103","PRODUCT_CB","5","530","C","Bio","CB"
"7104","PRODUCT_BSB","8","451","B","Semi-Bio","BSB"
"7105","PRODUCT_DSB","10","1408","D","Semi-Bio","DSB"
"7106","PRODUCT_DB","0","1104","D","Bio","DB"
"7107","PRODUCT_DSB","7","1377","D","Semi-Bio","DSB"
"7108","PRODUCT_DSB","6","1021","D","Semi-Bio","DSB"
"7109","PRODUCT_CSB","7","828","C","Semi-Bio","CSB"
"7110","PRODUCT_CC","12","532","C","Chimique","CC"
"7111","PRODUCT_BB","4","121","B","Bio","BB"
"7112","PRODUCT_CSB","10","626","C","Semi-Bio","CSB"
"7113","PRODUCT_CSB","10","970","C","Semi-Bio","CSB"
"7114","PRODUCT_BC","12","282","B","Chimique","BC"
"7115","PRODUCT_DSB","6","1427","D","Semi-Bio","DSB"
"7116","PRODUCT_BSB","7","361","B","Semi-Bio","BSB"
"7117","PRODUCT_ASB","10","85","A","Semi-Bio","ASB"
"7118","PRODUCT_DC","12","1345","D","Chimique","DC"
"7119","PRODUCT_CB","1","740","C","Bio","CB"
"7120","PRODUCT_DSB","8","1167","D","Semi-Bio","DSB"
"7121","PRODUCT_DC","11","1141","D","Chimique","DC"
"7122","PRODUCT_CB","1","566","C","Bio","CB"
"7123","PRODUCT_BB","5","316","B","Bio","BB"
"7124","PRODUCT_BSB","10","374","B","Semi-Bio","BSB"
"7125","PRODUCT_DB","2","1292","D","Bio","DB"
"7126","PRODUCT_CB","1","997","C","Bio","CB"
"7127","PRODUCT_DSB","10","1281","D","Semi-Bio","DSB"
"7128","PRODUCT_BSB","9","255","B","Semi-Bio","BSB"
"7129","PRODUCT_BSB","7","139","B","Semi-Bio","BSB"
"7130","PRODUCT_AB","3","30","A","Bio","AB"
"7131","PRODUCT_BB","2","453","B","Bio","BB"
"7132","PRODUCT_DC","13","1003","D","Chimique","DC"
"7133","PRODUCT_DB","5","1158","D","Bio","DB"
"7134","PRODUCT_DB","2","1489","D","Bio","DB"
"7135","PRODUCT_AC","11","30","A","Chimique","AC"
"7136","PRODUCT_DC","11","1317","D","Chimique","DC"
"7137","PRODUCT_AB","1","65","A","Bio","AB"
"7138","PRODUCT_DSB","8","1080","D","Semi-Bio","DSB"
"7139","PRODUCT_BB","5","419","B","Bio","BB"
"7140","PRODUCT_AB","1","44","A","Bio","AB"
"7141","PRODUCT_DC","12","1182","D","Chimique","DC"
"7142","PRODUCT_CSB","7","685","C","Semi-Bio","CSB"
"7143","PRODUCT_CSB","10","675","C","Semi-Bio","CSB"
"7144","PRODUCT_DC","13","1191","D","Chimique","DC"
"7145","PRODUCT_CB","3","905","C","Bio","CB"
"7146","PRODUCT_AB","3","29","A","Bio","AB"
"7147","PRODUCT_DC","14","1119","D","Chimique","DC"
"7148","PRODUCT_BB","3","174","B","Bio","BB"
"7149","PRODUCT_DB","0","1125","D","Bio","DB"
"7150","PRODUCT_DSB","6","1332","D","Semi-Bio","DSB"
"7151","PRODUCT_CB","4","511","C","Bio","CB"
"7152","PRODUCT_CB","2","992","C","Bio","CB"
"7153","PRODUCT_DC","11","1462","D","Chimique","DC"
"7154","PRODUCT_DB","1","1383","D","Bio","DB"
"7155","PRODUCT_BB","0","485","B","Bio","BB"
"7156","PRODUCT_DSB","10","1224","D","Semi-Bio","DSB"
"7157","PRODUCT_CB","4","977","C","Bio","CB"
"7158","PRODUCT_BB","5","389","B","Bio","BB"
"7159","PRODUCT_BB","0","473","B","Bio","BB"
"7160","PRODUCT_CC","14","696","C","Chimique","CC"
"7161","PRODUCT_CC","12","565","C","Chimique","CC"
"7162","PRODUCT_DSB","9","1066","D","Semi-Bio","DSB"
"7163","PRODUCT_DSB","10","1222","D","Semi-Bio","DSB"
"7164","PRODUCT_BSB","7","450","B","Semi-Bio","BSB"
"7165","PRODUCT_CB","0","940","C","Bio","CB"
"7166","PRODUCT_BC","13","386","B","Chimique","BC"
"7167","PRODUCT_DSB","9","1002","D","Semi-Bio","DSB"
"7168","PRODUCT_DC","13","1402","D","Chimique","DC"
"7169","PRODUCT_CB","1","526","C","Bio","CB"
"7170","PRODUCT_CSB","10","744","C","Semi-Bio","CSB"
"7171","PRODUCT_CB","1","629","C","Bio","CB"
"7172","PRODUCT_DC","11","1426","D","Chimique","DC"
"7173","PRODUCT_BC","14","212","B","Chimique","BC"
"7174","PRODUCT_DSB","8","1295","D","Semi-Bio","DSB"
"7175","PRODUCT_CSB","9","613","C","Semi-Bio","CSB"
"7176","PRODUCT_CB","1","966","C","Bio","CB"
"7177","PRODUCT_CB","4","663","C","Bio","CB"
"7178","PRODUCT_DSB","9","1034","D","Semi-Bio","DSB"
"7179","PRODUCT_BB","3","394","B","Bio","BB"
"7180","PRODUCT_CB","4","911","C","Bio","CB"
"7181","PRODUCT_CSB","8","506","C","Semi-Bio","CSB"
"7182","PRODUCT_BSB","9","374","B","Semi-Bio","BSB"
"7183","PRODUCT_DB","5","1320","D","Bio","DB"
"7184","PRODUCT_BB","3","317","B","Bio","BB"
"7185","PRODUCT_CB","4","928","C","Bio","CB"
"7186","PRODUCT_CB","1","642","C","Bio","CB"
"7187","PRODUCT_CB","2","658","C","Bio","CB"
"7188","PRODUCT_BSB","7","495","B","Semi-Bio","BSB"
"7189","PRODUCT_CC","11","517","C","Chimique","CC"
"7190","PRODUCT_DB","2","1114","D","Bio","DB"
"7191","PRODUCT_ASB","6","51","A","Semi-Bio","ASB"
"7192","PRODUCT_CB","3","606","C","Bio","CB"
"7193","PRODUCT_DB","2","1061","D","Bio","DB"
"7194","PRODUCT_CC","13","861","C","Chimique","CC"
"7195","PRODUCT_BSB","7","106","B","Semi-Bio","BSB"
"7196","PRODUCT_BSB","6","439","B","Semi-Bio","BSB"
"7197","PRODUCT_BB","4","435","B","Bio","BB"
"7198","PRODUCT_DSB","7","1270","D","Semi-Bio","DSB"
"7199","PRODUCT_BSB","7","286","B","Semi-Bio","BSB"
"7200","PRODUCT_BC","11","430","B","Chimique","BC"
"7201","PRODUCT_AB","4","2","A","Bio","AB"
"7202","PRODUCT_BSB","8","340","B","Semi-Bio","BSB"
"7203","PRODUCT_CSB","10","975","C","Semi-Bio","CSB"
"7204","PRODUCT_CC","12","939","C","Chimique","CC"
"7205","PRODUCT_BSB","6","471","B","Semi-Bio","BSB"
"7206","PRODUCT_AB","2","18","A","Bio","AB"
"7207","PRODUCT_ASB","7","22","A","Semi-Bio","ASB"
"7208","PRODUCT_BB","1","500","B","Bio","BB"
"7209","PRODUCT_CSB","10","902","C","Semi-Bio","CSB"
"7210","PRODUCT_BC","13","333","B","Chimique","BC"
"7211","PRODUCT_BB","0","471","B","Bio","BB"
"7212","PRODUCT_BB","1","415","B","Bio","BB"
"7213","PRODUCT_DB","1","1430","D","Bio","DB"
"7214","PRODUCT_DSB","6","1132","D","Semi-Bio","DSB"
"7215","PRODUCT_DB","5","1142","D","Bio","DB"
"7216","PRODUCT_DSB","7","1454","D","Semi-Bio","DSB"
"7217","PRODUCT_DB","3","1193","D","Bio","DB"
"7218","PRODUCT_DB","4","1127","D","Bio","DB"
"7219","PRODUCT_AB","1","24","A","Bio","AB"
"7220","PRODUCT_DC","13","1117","D","Chimique","DC"
"7221","PRODUCT_BB","3","152","B","Bio","BB"
"7222","PRODUCT_BB","1","168","B","Bio","BB"
"7223","PRODUCT_BSB","10","137","B","Semi-Bio","BSB"
"7224","PRODUCT_CB","0","874","C","Bio","CB"
"7225","PRODUCT_DSB","10","1426","D","Semi-Bio","DSB"
"7226","PRODUCT_BB","5","194","B","Bio","BB"
"7227","PRODUCT_BC","12","455","B","Chimique","BC"
"7228","PRODUCT_DC","14","1162","D","Chimique","DC"
"7229","PRODUCT_ASB","10","62","A","Semi-Bio","ASB"
"7230","PRODUCT_DSB","7","1286","D","Semi-Bio","DSB"
"7231","PRODUCT_DC","12","1378","D","Chimique","DC"
"7232","PRODUCT_CC","14","551","C","Chimique","CC"
"7233","PRODUCT_BB","0","123","B","Bio","BB"
"7234","PRODUCT_DSB","7","1083","D","Semi-Bio","DSB"
"7235","PRODUCT_CSB","7","615","C","Semi-Bio","CSB"
"7236","PRODUCT_DSB","6","1410","D","Semi-Bio","DSB"
"7237","PRODUCT_CB","5","628","C","Bio","CB"
"7238","PRODUCT_ASB","9","36","A","Semi-Bio","ASB"
"7239","PRODUCT_BB","0","264","B","Bio","BB"
"7240","PRODUCT_BB","0","144","B","Bio","BB"
"7241","PRODUCT_DSB","8","1018","D","Semi-Bio","DSB"
"7242","PRODUCT_DSB","8","1353","D","Semi-Bio","DSB"
"7243","PRODUCT_CB","0","712","C","Bio","CB"
"7244","PRODUCT_CC","13","904","C","Chimique","CC"
"7245","PRODUCT_BC","13","155","B","Chimique","BC"
"7246","PRODUCT_BC","13","419","B","Chimique","BC"
"7247","PRODUCT_CB","5","955","C","Bio","CB"
"7248","PRODUCT_DB","3","1054","D","Bio","DB"
"7249","PRODUCT_AC","11","67","A","Chimique","AC"
"7250","PRODUCT_DSB","7","1108","D","Semi-Bio","DSB"
"7251","PRODUCT_BSB","7","126","B","Semi-Bio","BSB"
"7252","PRODUCT_BB","0","223","B","Bio","BB"
"7253","PRODUCT_DB","2","1084","D","Bio","DB"
"7254","PRODUCT_DSB","6","1385","D","Semi-Bio","DSB"
"7255","PRODUCT_BSB","7","153","B","Semi-Bio","BSB"
"7256","PRODUCT_CC","12","634","C","Chimique","CC"
"7257","PRODUCT_CSB","10","752","C","Semi-Bio","CSB"
"7258","PRODUCT_DC","14","1184","D","Chimique","DC"
"7259","PRODUCT_DB","1","1012","D","Bio","DB"
"7260","PRODUCT_CB","3","888","C","Bio","CB"
"7261","PRODUCT_DC","14","1113","D","Chimique","DC"
"7262","PRODUCT_BSB","7","490","B","Semi-Bio","BSB"
"7263","PRODUCT_BSB","9","379","B","Semi-Bio","BSB"
"7264","PRODUCT_DSB","10","1163","D","Semi-Bio","DSB"
"7265","PRODUCT_DC","11","1168","D","Chimique","DC"
"7266","PRODUCT_BB","5","355","B","Bio","BB"
"7267","PRODUCT_CC","11","609","C","Chimique","CC"
"7268","PRODUCT_CB","3","666","C","Bio","CB"
"7269","PRODUCT_CSB","6","965","C","Semi-Bio","CSB"
"7270","PRODUCT_CB","3","824","C","Bio","CB"
"7271","PRODUCT_CB","5","912","C","Bio","CB"
"7272","PRODUCT_CB","5","612","C","Bio","CB"
"7273","PRODUCT_AB","2","36","A","Bio","AB"
"7274","PRODUCT_DC","12","1459","D","Chimique","DC"
"7275","PRODUCT_BC","12","249","B","Chimique","BC"
"7276","PRODUCT_DSB","9","1085","D","Semi-Bio","DSB"
"7277","PRODUCT_DSB","8","1070","D","Semi-Bio","DSB"
"7278","PRODUCT_BB","5","255","B","Bio","BB"
"7279","PRODUCT_DC","13","1040","D","Chimique","DC"
"7280","PRODUCT_CC","11","602","C","Chimique","CC"
"7281","PRODUCT_CC","13","720","C","Chimique","CC"
"7282","PRODUCT_DC","11","1059","D","Chimique","DC"
"7283","PRODUCT_CB","2","541","C","Bio","CB"
"7284","PRODUCT_CB","4","535","C","Bio","CB"
"7285","PRODUCT_BC","14","181","B","Chimique","BC"
"7286","PRODUCT_DB","4","1037","D","Bio","DB"
"7287","PRODUCT_BSB","6","211","B","Semi-Bio","BSB"
"7288","PRODUCT_BSB","9","131","B","Semi-Bio","BSB"
"7289","PRODUCT_AC","13","16","A","Chimique","AC"
"7290","PRODUCT_DSB","7","1328","D","Semi-Bio","DSB"
"7291","PRODUCT_CC","13","688","C","Chimique","CC"
"7292","PRODUCT_DSB","8","1107","D","Semi-Bio","DSB"
"7293","PRODUCT_BSB","6","410","B","Semi-Bio","BSB"
"7294","PRODUCT_DC","13","1397","D","Chimique","DC"
"7295","PRODUCT_CSB","10","979","C","Semi-Bio","CSB"
"7296","PRODUCT_DB","2","1318","D","Bio","DB"
"7297","PRODUCT_CB","1","893","C","Bio","CB"
"7298","PRODUCT_CSB","7","601","C","Semi-Bio","CSB"
"7299","PRODUCT_CB","3","518","C","Bio","CB"
"7300","PRODUCT_BB","2","475","B","Bio","BB"
"7301","PRODUCT_CC","11","883","C","Chimique","CC"
"7302","PRODUCT_DSB","10","1154","D","Semi-Bio","DSB"
"7303","PRODUCT_AC","13","47","A","Chimique","AC"
"7304","PRODUCT_BSB","9","141","B","Semi-Bio","BSB"
"7305","PRODUCT_BB","1","270","B","Bio","BB"
"7306","PRODUCT_BSB","10","150","B","Semi-Bio","BSB"
"7307","PRODUCT_DSB","6","1031","D","Semi-Bio","DSB"
"7308","PRODUCT_BSB","10","474","B","Semi-Bio","BSB"
"7309","PRODUCT_CB","1","640","C","Bio","CB"
"7310","PRODUCT_CC","12","517","C","Chimique","CC"
"7311","PRODUCT_CB","0","664","C","Bio","CB"
"7312","PRODUCT_AB","0","30","A","Bio","AB"
"7313","PRODUCT_BSB","9","454","B","Semi-Bio","BSB"
"7314","PRODUCT_BSB","7","276","B","Semi-Bio","BSB"
"7315","PRODUCT_CSB","9","604","C","Semi-Bio","CSB"
"7316","PRODUCT_BSB","7","416","B","Semi-Bio","BSB"
"7317","PRODUCT_CC","13","758","C","Chimique","CC"
"7318","PRODUCT_DB","2","1366","D","Bio","DB"
"7319","PRODUCT_BSB","7","462","B","Semi-Bio","BSB"
"7320","PRODUCT_CC","11","719","C","Chimique","CC"
"7321","PRODUCT_DSB","9","1049","D","Semi-Bio","DSB"
"7322","PRODUCT_DB","5","1097","D","Bio","DB"
"7323","PRODUCT_AB","5","67","A","Bio","AB"
"7324","PRODUCT_BC","13","256","B","Chimique","BC"
"7325","PRODUCT_DSB","10","1232","D","Semi-Bio","DSB"
"7326","PRODUCT_CC","14","953","C","Chimique","CC"
"7327","PRODUCT_BB","0","430","B","Bio","BB"
"7328","PRODUCT_CC","14","516","C","Chimique","CC"
"7329","PRODUCT_AB","5","65","A","Bio","AB"
"7330","PRODUCT_BSB","6","344","B","Semi-Bio","BSB"
"7331","PRODUCT_DB","4","1432","D","Bio","DB"
"7332","PRODUCT_CSB","6","736","C","Semi-Bio","CSB"
"7333","PRODUCT_CB","5","992","C","Bio","CB"
"7334","PRODUCT_DC","12","1051","D","Chimique","DC"
"7335","PRODUCT_AB","2","68","A","Bio","AB"
"7336","PRODUCT_DB","5","1271","D","Bio","DB"
"7337","PRODUCT_BB","4","247","B","Bio","BB"
"7338","PRODUCT_ASB","9","33","A","Semi-Bio","ASB"
"7339","PRODUCT_DSB","10","1278","D","Semi-Bio","DSB"
"7340","PRODUCT_BB","3","115","B","Bio","BB"
"7341","PRODUCT_CC","11","528","C","Chimique","CC"
"7342","PRODUCT_CB","5","870","C","Bio","CB"
"7343","PRODUCT_CB","4","532","C","Bio","CB"
"7344","PRODUCT_DB","2","1399","D","Bio","DB"
"7345","PRODUCT_CB","0","534","C","Bio","CB"
"7346","PRODUCT_DB","5","1276","D","Bio","DB"
"7347","PRODUCT_DSB","8","1190","D","Semi-Bio","DSB"
"7348","PRODUCT_BSB","9","500","B","Semi-Bio","BSB"
"7349","PRODUCT_CC","13","726","C","Chimique","CC"
"7350","PRODUCT_CSB","10","991","C","Semi-Bio","CSB"
"7351","PRODUCT_CB","3","507","C","Bio","CB"
"7352","PRODUCT_CB","5","935","C","Bio","CB"
"7353","PRODUCT_BC","13","179","B","Chimique","BC"
"7354","PRODUCT_BB","5","362","B","Bio","BB"
"7355","PRODUCT_CB","4","717","C","Bio","CB"
"7356","PRODUCT_DSB","10","1487","D","Semi-Bio","DSB"
"7357","PRODUCT_CB","2","513","C","Bio","CB"
"7358","PRODUCT_DSB","7","1211","D","Semi-Bio","DSB"
"7359","PRODUCT_DC","14","1457","D","Chimique","DC"
"7360","PRODUCT_DB","3","1179","D","Bio","DB"
"7361","PRODUCT_CC","11","603","C","Chimique","CC"
"7362","PRODUCT_BB","1","488","B","Bio","BB"
"7363","PRODUCT_DB","5","1186","D","Bio","DB"
"7364","PRODUCT_DSB","8","1063","D","Semi-Bio","DSB"
"7365","PRODUCT_CB","5","745","C","Bio","CB"
"7366","PRODUCT_BSB","6","283","B","Semi-Bio","BSB"
"7367","PRODUCT_CB","0","879","C","Bio","CB"
"7368","PRODUCT_CSB","6","622","C","Semi-Bio","CSB"
"7369","PRODUCT_BB","4","253","B","Bio","BB"
"7370","PRODUCT_BSB","8","444","B","Semi-Bio","BSB"
"7371","PRODUCT_AB","0","78","A","Bio","AB"
"7372","PRODUCT_BSB","8","449","B","Semi-Bio","BSB"
"7373","PRODUCT_ASB","10","98","A","Semi-Bio","ASB"
"7374","PRODUCT_BSB","6","399","B","Semi-Bio","BSB"
"7375","PRODUCT_CC","13","792","C","Chimique","CC"
"7376","PRODUCT_CB","3","618","C","Bio","CB"
"7377","PRODUCT_DSB","8","1071","D","Semi-Bio","DSB"
"7378","PRODUCT_BB","5","408","B","Bio","BB"
"7379","PRODUCT_CSB","9","839","C","Semi-Bio","CSB"
"7380","PRODUCT_CSB","10","750","C","Semi-Bio","CSB"
"7381","PRODUCT_AB","2","82","A","Bio","AB"
"7382","PRODUCT_DC","13","1471","D","Chimique","DC"
"7383","PRODUCT_BB","5","397","B","Bio","BB"
"7384","PRODUCT_BC","12","471","B","Chimique","BC"
"7385","PRODUCT_CC","13","932","C","Chimique","CC"
"7386","PRODUCT_BB","5","491","B","Bio","BB"
"7387","PRODUCT_CSB","7","786","C","Semi-Bio","CSB"
"7388","PRODUCT_AC","12","14","A","Chimique","AC"
"7389","PRODUCT_BB","0","216","B","Bio","BB"
"7390","PRODUCT_DSB","10","1112","D","Semi-Bio","DSB"
"7391","PRODUCT_CSB","7","796","C","Semi-Bio","CSB"
"7392","PRODUCT_CB","5","768","C","Bio","CB"
"7393","PRODUCT_CSB","8","843","C","Semi-Bio","CSB"
"7394","PRODUCT_CB","4","607","C","Bio","CB"
"7395","PRODUCT_BB","5","375","B","Bio","BB"
"7396","PRODUCT_CB","4","901","C","Bio","CB"
"7397","PRODUCT_CB","3","731","C","Bio","CB"
"7398","PRODUCT_DB","1","1141","D","Bio","DB"
"7399","PRODUCT_CSB","6","708","C","Semi-Bio","CSB"
"7400","PRODUCT_DC","11","1350","D","Chimique","DC"
"7401","PRODUCT_CSB","6","652","C","Semi-Bio","CSB"
"7402","PRODUCT_ASB","10","8","A","Semi-Bio","ASB"
"7403","PRODUCT_CC","11","859","C","Chimique","CC"
"7404","PRODUCT_CC","12","582","C","Chimique","CC"
"7405","PRODUCT_AB","3","91","A","Bio","AB"
"7406","PRODUCT_DC","12","1281","D","Chimique","DC"
"7407","PRODUCT_DSB","9","1412","D","Semi-Bio","DSB"
"7408","PRODUCT_DB","0","1476","D","Bio","DB"
"7409","PRODUCT_CB","2","900","C","Bio","CB"
"7410","PRODUCT_CB","4","923","C","Bio","CB"
"7411","PRODUCT_BC","14","340","B","Chimique","BC"
"7412","PRODUCT_BB","0","438","B","Bio","BB"
"7413","PRODUCT_DSB","8","1040","D","Semi-Bio","DSB"
"7414","PRODUCT_CC","11","875","C","Chimique","CC"
"7415","PRODUCT_CC","14","743","C","Chimique","CC"
"7416","PRODUCT_DSB","7","1265","D","Semi-Bio","DSB"
"7417","PRODUCT_DC","12","1340","D","Chimique","DC"
"7418","PRODUCT_DB","4","1072","D","Bio","DB"
"7419","PRODUCT_DB","1","1166","D","Bio","DB"
"7420","PRODUCT_DB","4","1438","D","Bio","DB"
"7421","PRODUCT_DB","0","1091","D","Bio","DB"
"7422","PRODUCT_DSB","10","1339","D","Semi-Bio","DSB"
"7423","PRODUCT_DC","14","1451","D","Chimique","DC"
"7424","PRODUCT_DB","3","1408","D","Bio","DB"
"7425","PRODUCT_CC","13","944","C","Chimique","CC"
"7426","PRODUCT_BB","3","320","B","Bio","BB"
"7427","PRODUCT_BB","1","459","B","Bio","BB"
"7428","PRODUCT_DSB","6","1375","D","Semi-Bio","DSB"
"7429","PRODUCT_DC","13","1125","D","Chimique","DC"
"7430","PRODUCT_BC","11","138","B","Chimique","BC"
"7431","PRODUCT_BSB","7","188","B","Semi-Bio","BSB"
"7432","PRODUCT_DC","13","1127","D","Chimique","DC"
"7433","PRODUCT_BB","3","494","B","Bio","BB"
"7434","PRODUCT_DC","11","1314","D","Chimique","DC"
"7435","PRODUCT_ASB","9","3","A","Semi-Bio","ASB"
"7436","PRODUCT_BB","0","297","B","Bio","BB"
"7437","PRODUCT_CSB","6","952","C","Semi-Bio","CSB"
"7438","PRODUCT_CB","2","846","C","Bio","CB"
"7439","PRODUCT_DC","12","1473","D","Chimique","DC"
"7440","PRODUCT_CB","1","518","C","Bio","CB"
"7441","PRODUCT_DB","4","1437","D","Bio","DB"
"7442","PRODUCT_CB","1","886","C","Bio","CB"
"7443","PRODUCT_DB","5","1437","D","Bio","DB"
"7444","PRODUCT_CC","13","923","C","Chimique","CC"
"7445","PRODUCT_ASB","9","93","A","Semi-Bio","ASB"
"7446","PRODUCT_DSB","7","1096","D","Semi-Bio","DSB"
"7447","PRODUCT_DSB","6","1238","D","Semi-Bio","DSB"
"7448","PRODUCT_DB","5","1275","D","Bio","DB"
"7449","PRODUCT_CB","2","813","C","Bio","CB"
"7450","PRODUCT_DB","0","1013","D","Bio","DB"
"7451","PRODUCT_BB","2","449","B","Bio","BB"
"7452","PRODUCT_AC","11","43","A","Chimique","AC"
"7453","PRODUCT_DB","5","1120","D","Bio","DB"
"7454","PRODUCT_BSB","9","268","B","Semi-Bio","BSB"
"7455","PRODUCT_BSB","8","185","B","Semi-Bio","BSB"
"7456","PRODUCT_CC","12","989","C","Chimique","CC"
"7457","PRODUCT_CB","2","1000","C","Bio","CB"
"7458","PRODUCT_DSB","9","1165","D","Semi-Bio","DSB"
"7459","PRODUCT_CB","0","987","C","Bio","CB"
"7460","PRODUCT_CC","14","937","C","Chimique","CC"
"7461","PRODUCT_DC","12","1366","D","Chimique","DC"
"7462","PRODUCT_BB","3","171","B","Bio","BB"
"7463","PRODUCT_CSB","8","662","C","Semi-Bio","CSB"
"7464","PRODUCT_DC","14","1070","D","Chimique","DC"
"7465","PRODUCT_BSB","10","381","B","Semi-Bio","BSB"
"7466","PRODUCT_DC","12","1349","D","Chimique","DC"
"7467","PRODUCT_BB","1","301","B","Bio","BB"
"7468","PRODUCT_DSB","10","1185","D","Semi-Bio","DSB"
"7469","PRODUCT_CSB","7","514","C","Semi-Bio","CSB"
"7470","PRODUCT_CB","4","958","C","Bio","CB"
"7471","PRODUCT_BSB","8","326","B","Semi-Bio","BSB"
"7472","PRODUCT_BB","1","458","B","Bio","BB"
"7473","PRODUCT_AB","0","8","A","Bio","AB"
"7474","PRODUCT_DSB","6","1460","D","Semi-Bio","DSB"
"7475","PRODUCT_CC","14","861","C","Chimique","CC"
"7476","PRODUCT_CB","5","679","C","Bio","CB"
"7477","PRODUCT_CSB","9","544","C","Semi-Bio","CSB"
"7478","PRODUCT_AC","14","2","A","Chimique","AC"
"7479","PRODUCT_DSB","6","1197","D","Semi-Bio","DSB"
"7480","PRODUCT_AB","0","38","A","Bio","AB"
"7481","PRODUCT_DSB","6","1329","D","Semi-Bio","DSB"
"7482","PRODUCT_BC","12","195","B","Chimique","BC"
"7483","PRODUCT_BC","13","316","B","Chimique","BC"
"7484","PRODUCT_DC","14","1435","D","Chimique","DC"
"7485","PRODUCT_DSB","8","1149","D","Semi-Bio","DSB"
"7486","PRODUCT_CC","11","978","C","Chimique","CC"
"7487","PRODUCT_CSB","6","567","C","Semi-Bio","CSB"
"7488","PRODUCT_CC","11","620","C","Chimique","CC"
"7489","PRODUCT_CSB","10","635","C","Semi-Bio","CSB"
"7490","PRODUCT_DC","12","1047","D","Chimique","DC"
"7491","PRODUCT_CC","12","901","C","Chimique","CC"
"7492","PRODUCT_DC","12","1451","D","Chimique","DC"
"7493","PRODUCT_CSB","7","529","C","Semi-Bio","CSB"
"7494","PRODUCT_DB","5","1111","D","Bio","DB"
"7495","PRODUCT_DB","3","1455","D","Bio","DB"
"7496","PRODUCT_DSB","7","1195","D","Semi-Bio","DSB"
"7497","PRODUCT_CC","12","653","C","Chimique","CC"
"7498","PRODUCT_DB","5","1458","D","Bio","DB"
"7499","PRODUCT_CB","4","995","C","Bio","CB"
"7500","PRODUCT_CSB","7","578","C","Semi-Bio","CSB"
"7501","PRODUCT_DB","5","1183","D","Bio","DB"
"7502","PRODUCT_DSB","8","1440","D","Semi-Bio","DSB"
"7503","PRODUCT_CSB","10","679","C","Semi-Bio","CSB"
"7504","PRODUCT_AB","3","88","A","Bio","AB"
"7505","PRODUCT_CSB","7","869","C","Semi-Bio","CSB"
"7506","PRODUCT_CC","14","749","C","Chimique","CC"
"7507","PRODUCT_DB","0","1267","D","Bio","DB"
"7508","PRODUCT_BB","1","404","B","Bio","BB"
"7509","PRODUCT_CSB","8","721","C","Semi-Bio","CSB"
"7510","PRODUCT_CB","2","645","C","Bio","CB"
"7511","PRODUCT_DC","13","1495","D","Chimique","DC"
"7512","PRODUCT_CB","5","609","C","Bio","CB"
"7513","PRODUCT_DSB","10","1128","D","Semi-Bio","DSB"
"7514","PRODUCT_DSB","8","1262","D","Semi-Bio","DSB"
"7515","PRODUCT_CB","2","663","C","Bio","CB"
"7516","PRODUCT_DB","4","1131","D","Bio","DB"
"7517","PRODUCT_DB","4","1391","D","Bio","DB"
"7518","PRODUCT_AC","11","39","A","Chimique","AC"
"7519","PRODUCT_CC","11","731","C","Chimique","CC"
"7520","PRODUCT_DB","1","1145","D","Bio","DB"
"7521","PRODUCT_CB","3","787","C","Bio","CB"
"7522","PRODUCT_CB","0","602","C","Bio","CB"
"7523","PRODUCT_CB","5","867","C","Bio","CB"
"7524","PRODUCT_DB","4","1154","D","Bio","DB"
"7525","PRODUCT_DB","4","1388","D","Bio","DB"
"7526","PRODUCT_BSB","8","302","B","Semi-Bio","BSB"
"7527","PRODUCT_BC","11","261","B","Chimique","BC"
